brand_name,generic_name,status,reason_for_shortage,update_date,initial_posting_date
LACTATED RINGERS AND DEXTROSE,"SODIUM CHLORIDE, SODIUM LACTATE, POTASSIUM CHLORIDE, CALCIUM CHLORIDE AND DEXTROSE MONOHYDRATE",Resolved,,10/03/2025,10/11/2024
RIFAMPIN,RIFAMPIN,Current,,03/05/2026,12/22/2021
FONDAPARINUX SODIUM,FONDAPARINUX SODIUM,To Be Discontinued,,09/29/2025,09/29/2025
OMEPRAZOLE,OMEPRAZOLE,To Be Discontinued,,10/09/2025,10/09/2025
QUINAPRIL HYDROCHLORIDE/HYDROCHLOROTHIAZIDE,QUINAPRIL HYDROCHLORIDE/HYDROCHLOROTHIAZIDE,Current,,10/15/2025,01/19/2023
MEPERIDINE HYDROCHLORIDE,MEPERIDINE HYDROCHLORIDE,Current,,03/12/2026,05/30/2025
TROPHAMINE,"ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, CYSTEINE HYDROCHLORIDE, HISTIDINE, TYROSINE, N-ACETYL-TYROSINE, ALANINE, ARGININE, PROLINE, SERINE, GLYCINE, ASPARTIC ACID, GLUTAMIC ACID, AND TAURINE",Current,,03/19/2026,12/08/2020
EUTHYROX,LEVOTHYROXINE SODIUM,To Be Discontinued,,07/10/2025,07/10/2025
ROCURONIUM,ROCURONIUM,Current,,12/18/2025,02/15/2023
HALDOL DECANOATE,HALOPERIDOL DECANOATE,To Be Discontinued,,04/07/2025,04/07/2025
,Phenoxybenzamine Hydrochloride Capsule,To Be Discontinued,,12/01/2025,12/01/2025
REYATAZ,ATAZANAVIR,To Be Discontinued,,06/04/2025,06/04/2025
,Methotrexate Injection,To Be Discontinued,,08/29/2025,08/29/2025
CLONAZEPAM,CLONAZEPAM,Current,,01/05/2026,03/10/2023
EUTHYROX,LEVOTHYROXINE SODIUM,To Be Discontinued,,07/10/2025,07/10/2025
NAROPIN,ROPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,03/23/2018
HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE,To Be Discontinued,,11/19/2025,11/19/2025
ABRILADA,ADALIMUMAB-AFZB,To Be Discontinued,,10/09/2025,10/09/2025
RIFAMPIN,RIFAMPIN,Current,,03/18/2026,02/17/2021
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/02/2026,07/26/2023
CROMOLYN SODIUM,CROMOLYN SODIUM,Current,,03/02/2026,11/03/2023
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/18/2026,06/13/2018
SODIUM ACETATE,"SODIUM ACETATE INJECTION, USP, 200 MEQ/100 ML",Current,,03/15/2026,03/23/2016
KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,To Be Discontinued,,11/07/2025,11/07/2025
AMPICILLIN,AMPICILLIN SODIUM,To Be Discontinued,,12/08/2025,12/08/2025
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,03/18/2026,02/15/2023
DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,Current,,03/27/2026,12/15/2021
,Desmopressin Acetate Spray,Current,,09/17/2025,03/12/2021
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/18/2026,02/20/2018
ZANOSAR,STREPTOZOCIN,Current,,09/17/2025,07/12/2022
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Current,,03/13/2026,03/26/2018
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,To Be Discontinued,,07/23/2025,07/23/2025
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,03/23/2026,02/15/2023
MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE,To Be Discontinued,,05/23/2025,05/23/2025
DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,02/09/2026,04/10/2020
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/17/2026,11/01/2023
TECHNESCAN PYP,TECHNETIUM TC 99M PYROPHOSPHATE,Current,,03/18/2026,12/27/2023
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/24/2026,10/12/2022
SYMLINPEN,PRAMLINTIDE ACETATE,To Be Discontinued,,10/27/2025,10/27/2025
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,03/13/2026,02/15/2023
ADDERALL,"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/17/2026,03/01/2022
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/18/2026,07/14/2023
BLEOMYCIN,BLEOMYCIN,To Be Discontinued,,06/13/2025,06/13/2025
LIDOCAINE,LIDOCAINE HYDROCHLORIDE,Current,,03/12/2026,06/13/2018
QUINAPRIL,QUINAPRIL HYDROCHLORIDE,Current,,10/15/2025,01/19/2023
SODIUM ACETATE,SODIUM ACETATE,Current,,03/12/2026,02/03/2016
MORPHINE SULFATE,MORPHINE SULFATE,Current,,03/17/2026,10/31/2017
,Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,To Be Discontinued,,06/13/2025,06/13/2025
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/18/2026,07/14/2023
BUMETANIDE,BUMETANIDE,Current,,03/16/2026,12/13/2017
XYLOCAINE MPF,LIDOCAINE HYDROCHLORIDE,Current,,03/17/2026,02/22/2012
ROZEREM,RAMELTEON,To Be Discontinued,,03/19/2026,03/19/2026
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,03/18/2026,03/23/2018
OMEPRAZOLE,OMEPRAZOLE,To Be Discontinued,,10/09/2025,10/09/2025
DIVALPROEX SODIUM,DIVALPROEX SODIUM,To Be Discontinued,,04/28/2025,04/28/2025
DEMEROL,MEPERIDINE HYDROCHLORIDE,Current,,03/13/2026,05/30/2025
SENSORCAINE,BUPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,02/20/2018
LIRAGLUTIDE,LIRAGLUTIDE,Current,,03/16/2026,07/18/2023
RIFAMPIN,RIFAMPIN,Current,,03/05/2026,12/22/2021
NAROPIN,ROPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,03/23/2018
OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,To Be Discontinued,,05/14/2025,05/14/2025
DOBUTAMINE IN DEXTROSE,DOBUTAMINE IN DEXTROSE,Current,,03/13/2026,11/06/2017
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/16/2026,07/26/2023
SENSORCAINE MPF,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,Current,,03/17/2026,02/20/2018
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/16/2026,07/14/2023
TEGLUTIK,RILUZOLE,Current,,03/16/2026,01/26/2024
,Sodium Bicarbonate Injection,Current,,03/13/2026,03/01/2017
AMPICILLIN,AMPICILLIN SODIUM,To Be Discontinued,,12/08/2025,12/08/2025
ETONOGESTREL AND ETHINYL ESTRADIOL,ETONOGESTREL AND ETHINYL ESTRADIOL,To Be Discontinued,,06/16/2025,06/16/2025
METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/18/2026,07/26/2023
CARBOPLATIN,CARBOPLATIN,Current,,03/17/2026,04/28/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/16/2026,07/14/2023
NAROPIN,ROPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,03/23/2018
VYNDAQEL,TAFAMIDIS MEGLUMINE,To Be Discontinued,,09/29/2025,09/29/2025
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,To Be Discontinued,,07/23/2025,07/23/2025
ETOMIDATE,ETOMIDATE,Current,,03/18/2026,10/05/2022
DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,Current,,03/27/2026,12/15/2021
CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,Current,,03/23/2026,03/21/2023
METHAMPHETAMINE HYDROCHLORIDE,METHAMPHETAMINE HYDROCHLORIDE,Resolved,,01/27/2026,03/17/2023
SODIUM ACETATE,SODIUM ACETATE,Current,,03/15/2026,03/23/2016
,Atropine Sulfate Injection,Current,,03/17/2026,01/01/2012
PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,To Be Discontinued,,06/13/2025,06/13/2025
FUROSEMIDE,FUROSEMIDE,Current,,03/16/2026,04/07/2020
MIDAZOLAM,MIDAZOLAM HYDROCHLORIDE,Current,,03/13/2026,04/02/2020
CLONAZEPAM,CLONAZEPAM,Current,,03/17/2026,03/10/2023
METHOTREXATE,METHOTREXATE,Current,,03/13/2026,03/13/2023
STERILE WATER,WATER,Current,,03/19/2026,04/28/2023
BACLOFEN,BACLOFEN,To Be Discontinued,,04/23/2025,04/23/2025
ULTIVA,REMIFENTANIL HYDROCHLORIDE,Current,,03/18/2026,06/28/2022
FUROSEMIDE,FUROSEMIDE,Current,,03/17/2026,04/07/2020
MORPHINE SULFATE,MORPHINE SULFATE,To Be Discontinued,,07/08/2025,07/08/2025
DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Current,,03/17/2026,02/08/2019
METHYLPREDNISOLONE ACETATE,METHYLPREDNISOLONE ACETATE,Current,,03/18/2026,12/15/2021
ZITHROMAX,AZITHROMYCIN DIHYDRATE,To Be Discontinued,,01/20/2026,01/20/2026
,Sodium Bicarbonate Injection,To Be Discontinued,,11/07/2025,11/07/2025
RIFAMPIN,RIFAMPIN,Current,,03/05/2026,12/22/2021
SOLU-CORTEF,HYDROCORTISONE SODIUM SUCCINATE,Resolved,,02/24/2026,03/24/2023
NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,Resolved,,02/11/2026,02/29/2024
DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,Current,,03/23/2026,04/10/2020
DEPO-MEDROL,METHYLPREDNISOLONE ACETATE,Current,,03/27/2026,12/15/2021
BENZTROPINE MESYLATE,BENZTROPINE MESYLATE,To Be Discontinued,,01/27/2026,01/27/2026
BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Current,,08/19/2025,02/20/2018
ROCURONIUM,ROCURONIUM,Current,,12/18/2025,02/15/2023
HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Current,,03/12/2026,11/01/2017
NYAMYC,NYSTATIN,To Be Discontinued,,04/28/2025,04/28/2025
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/18/2026,02/14/2022
METOPROLOL TARTRATE,METOPROLOL TARTRATE,To Be Discontinued,,06/03/2025,06/03/2025
BUMETANIDE,BUMETANIDE,Current,,03/16/2026,01/31/2018
QUDEXY XR,TOPIRAMATE,To Be Discontinued,,04/24/2025,04/24/2025
NAROPIN,ROPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,03/23/2018
KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Current,,03/17/2026,03/23/2018
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/23/2026,02/14/2022
DURAMORPH,MORPHINE SULFATE,Current,,03/12/2026,11/03/2017
BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Current,,08/19/2025,02/20/2018
ALLOPURINOL,ALLOPURINOL,To Be Discontinued,,02/19/2026,02/19/2026
NAROPIN,ROPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,03/23/2018
LACTATED RINGERS,"SODIUM CHLORIDE, SODIUM LACTATE, POTASSIUM CHLORIDE, AND CALCIUM CHLORIDE",Resolved,,10/03/2025,10/11/2024
TAMIFLU,OSELTAMIVIR PHOSPHATE,To Be Discontinued,,07/08/2025,07/08/2025
DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE,Current,,03/13/2026,11/06/2017
MORPHINE SULFATE,MORPHINE SULFATE,Current,,03/13/2026,10/31/2017
SENSORCAINE MPF,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,Current,,03/17/2026,02/20/2018
VALSARTAN,VALSARTAN,To Be Discontinued,,11/19/2025,11/19/2025
ADEFOVIR DIPIVOXIL,ADEFOVIR DIPIVOXIL,To Be Discontinued,,07/29/2025,07/29/2025
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/13/2026,02/22/2012
KLOR-CON,POTASSIUM CHLORIDE,To Be Discontinued,,07/23/2025,07/23/2025
LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,Current,,03/13/2026,02/22/2012
NALTREXONE HYDROCHLORIDE,NALTREXONE HYDROCHLORIDE,Resolved,,02/11/2026,02/29/2024
CARBOPLATIN,CARBOPLATIN,Current,,03/17/2026,04/28/2023
SENSORCAINE MPF,BUPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,02/20/2018
SODIUM ACETATE,SODIUM ACETATE,Current,,03/13/2026,02/03/2016
XYLOCAINE MPF,LIDOCAINE HYDROCHLORIDE,Current,,03/17/2026,02/22/2012
QUINAPRIL HYDROCHLORIDE/HYDROCHLOROTHIAZIDE,QUINAPRIL HYDROCHLORIDE/HYDROCHLOROTHIAZIDE,Current,,10/15/2025,01/19/2023
EVEROLIMUS,EVEROLIMUS,To Be Discontinued,,03/02/2026,03/02/2026
OXALIPLATIN,OXALIPLATIN,To Be Discontinued,,10/20/2025,10/20/2025
CLINDAMYCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,Current,,03/23/2026,03/21/2023
SENSORCAINE MPF,BUPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,02/20/2018
,"Streptozocin Powder, For Solution",Current,,03/16/2026,07/12/2022
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/17/2026,07/14/2023
RIFADIN IV,RIFAMPIN,Current,,09/17/2025,02/17/2021
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/17/2026,10/12/2022
PEGASYS,PEGINTERFERON ALFA-2A,Current,,08/19/2025,01/24/2025
DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Current,,08/19/2025,02/08/2019
SENSORCAINE,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,Current,,03/17/2026,02/20/2018
KIT FOR THE PREPARATION OF TECHNETIUM TC99M PYROPHOSPHATE,TECHNETIUM TC99M PYROPHOSPHATE,Current,,03/18/2026,12/27/2023
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,03/17/2026,07/14/2023
ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Current,,03/18/2026,03/23/2018
,Fentanyl Citrate Injection,Current,,03/12/2026,12/20/2023
AMPICILLIN,AMPICILLIN SODIUM,To Be Discontinued,,12/08/2025,12/08/2025
DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE IN 0.9% SODIUM CHLORIDE,Current,,03/23/2026,04/10/2020
MARCAINE,BUPIVACAINE HYDROCHLORIDE,Current,,03/13/2026,02/20/2018
BLEOMYCIN,BLEOMYCIN,To Be Discontinued,,06/13/2025,06/13/2025
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE CAPSULES,Current,,11/05/2025,07/14/2023
NAROPIN,ROPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,03/23/2018
FUROSEMIDE,FUROSEMIDE,Current,,03/13/2026,04/07/2020
POTASSIUM CITRATE,POTASSIUM CITRATE,To Be Discontinued,,07/17/2025,07/17/2025
PRECEDEX,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,03/27/2026,04/10/2020
CARBATROL,CARBAMAZEPINE,To Be Discontinued,,12/19/2025,12/19/2025
BUMETANIDE,BUMETANIDE,Current,,03/16/2026,12/13/2017
LISDEXAMFETAMINE DIMESYLATE,LISDEXAMFETAMINE DIMESYLATE,Current,,02/03/2026,07/14/2023
SODIUM BICARBONATE,SODIUM BICARBONATE,Current,,03/13/2026,03/01/2017
GUANFACINE,GUANFACINE,To Be Discontinued,,11/13/2025,11/13/2025
PROMETHAZINE HYDROCHLORIDE,PROMETHAZINE HYDROCHLORIDE,Current,,01/08/2026,11/21/2023
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/18/2026,02/14/2022
CARBOPLATIN,CARBOPLATIN,Current,,03/17/2026,04/28/2023
SENSORCAINE,BUPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,02/20/2018
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/16/2026,10/12/2022
STERILE WATER,WATER,Current,,03/18/2026,04/28/2023
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/24/2026,10/12/2022
TEGLUTIK,RILUZOLE,Current,,03/16/2026,01/26/2024
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/23/2026,02/14/2022
CARBOPLATIN,CARBOPLATIN,Current,,03/13/2026,04/28/2023
SENSORCAINE MPF,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,Current,,03/17/2026,02/20/2018
RELEXXII,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/17/2026,07/26/2023
SUMATRIPTAN,SUMATRIPTAN,To Be Discontinued,,09/08/2025,09/08/2025
INSULIN DEGLUDEC,INSULIN DEGLUDEC,To Be Discontinued,,07/21/2025,07/21/2025
ATROPINE SULFATE,ATROPINE SULFATE INJECTION,Current,,03/16/2026,01/01/2012
DOPAMINE HYDROCHLORIDE IN DEXTROSE,DOPAMINE HYDROCHLORIDE IN DEXTROSE,Current,,03/13/2026,11/06/2017
CEFOTAXIME,CEFOTAXIME,Current,,03/12/2026,02/17/2015
CARBOPLATIN,CARBOPLATIN,To Be Discontinued,,03/28/2025,03/28/2025
METHYLPHENIDATE HYDROCHLORIDE EXTENDED-RELEASE,METHYLPHENIDATE HYDROCHLORIDE,Current,,03/16/2026,07/26/2023
BACLOFEN,BACLOFEN,To Be Discontinued,,04/23/2025,04/23/2025
SPORANOX,ITRACONAZOLE,To Be Discontinued,,02/27/2026,02/27/2026
ROCURONIUM BROMIDE,ROCURONIUM BROMIDE,Current,,03/12/2026,02/15/2023
LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,LIDOCAINE HYDROCHLORIDE AND EPINEPHRINE,Current,,03/13/2026,02/22/2012
CLEOCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,Current,,03/13/2026,03/21/2023
PLENAMINE,"LYSINE ACETATE, LEUCINE, PHENYLALANINE, VALINE, ISOLEUCINE, METHIONINE, THREONINE, TRYPTOPHAN, ALANINE, ARGININE, GLYCINE, HISTIDINE, PROLINE, GLUTAMIC ACID, SERINE, ASPARTIC ACID, AND TYROSINE",Current,,03/19/2026,12/08/2020
,Midazolam Hydrochloride Injection,Current,,09/29/2025,04/02/2020
BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Current,,08/19/2025,02/20/2018
EUTHYROX,LEVOTHYROXINE SODIUM,To Be Discontinued,,07/10/2025,07/10/2025
NAROPIN,ROPIVACAINE HYDROCHLORIDE,Current,,03/17/2026,03/23/2018
EVEROLIMUS,EVEROLIMUS,To Be Discontinued,,03/02/2026,03/02/2026
PREMASOL - SULFITE-FREE (AMINO ACID),"LEUCINE, LYSINE, ISOLEUCINE, VALINE, HISTIDINE, PHENYLALANINE, THREONINE, METHIONINE, TRYPTOPHAN, TYROSINE, N-ACETYL-TYROSINE, ARGININE, PROLINE, ALANINE, GLUTAMIC ACIDE, SERINE, GLYCINE, ASPARTIC ACID, TAURINE, CYSTEINE HYDROCHLORIDE",Current,,03/23/2026,12/08/2020
CARBOPLATIN,CARBOPLATIN,Current,,03/16/2026,04/28/2023
MIDAZOLAM,MIDAZOLAM,Current,,03/12/2026,04/02/2020
ALLOPURINOL,ALLOPURINOL,To Be Discontinued,,02/19/2026,02/19/2026
EUTHYROX,LEVOTHYROXINE SODIUM,To Be Discontinued,,07/10/2025,07/10/2025
,Sodium Bicarbonate Injection,Current,,03/13/2026,03/01/2017
"DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE",Current,,03/17/2026,10/12/2022
DEXMEDETOMIDINE,DEXMEDETOMIDINE,Current,,03/17/2026,04/10/2020
CLINDAMYCIN IN 5 PERCENT DEXTROSE,CLINDAMYCIN IN 5 PERCENT DEXTROSE,Current,,03/19/2026,03/21/2023
,Nebivolol Hydrochloride Tablet,To Be Discontinued,,03/25/2026,03/25/2026
MARCAINE WITH EPINEPHRINE,BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,Current,,03/13/2026,02/20/2018
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/18/2026,06/13/2018
TAMSULOSIN HYDROCHLORIDE,TAMSULOSIN HYDROCHLORIDE,To Be Discontinued,,04/10/2025,04/10/2025
FUROSEMIDE,FUROSEMIDE,Current,,03/13/2026,04/07/2020
CLONAZEPAM,CLONAZEPAM,Current,,08/19/2025,03/10/2023
CLONAZEPAM,CLONAZEPAM,Current,,03/17/2026,03/10/2023
NITROGLYCERIN IN DEXTROSE,NITROGLYCERIN,Resolved,,12/15/2025,10/06/2023
CARBATROL,CARBAMAZEPINE,To Be Discontinued,,12/19/2025,12/19/2025
LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE,Current,,03/18/2026,02/20/2018
QUDEXY XR,TOPIRAMATE,To Be Discontinued,,04/24/2025,04/24/2025
GUANFACINE,GUANFACINE,To Be Discontinued,,11/13/2025,11/13/2025
DEXTROSE,DEXTROSE MONOHYDRATE,Current,,03/23/2026,03/01/2022
DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Current,,03/17/2026,02/08/2019
DELFLEX,"DEXTROSE MONOHYDRATE, SODIUM CHLORIDE, SODIUM LACTATE, CALCIUM CHLORIDE, MAGNESIUM CHLORIDE",To Be Discontinued,,03/10/2026,03/10/2026
CARBOPLATIN,CARBOPLATIN,Current,,03/13/2026,04/28/2023
LIRAGLUTIDE,LIRAGLUTIDE,Current,,03/12/2026,07/18/2023
BUPIVACAINE HYDROCHLORIDE,BUPIVACAINE HYDROCHLORIDE,Current,,08/19/2025,02/20/2018
HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Current,,03/17/2026,11/01/2017
CLONAZEPAM,CLONAZEPAM,Current,,01/05/2026,03/10/2023
DEXMEDETOMIDINE HYDROCHLORIDE,DEXMEDETOMIDINE HYDROCHLORIDE,Current,,03/17/2026,04/10/2020
PLERIXAFOR,PLERIXAFOR,To Be Discontinued,,03/13/2026,03/13/2026
